SwissID	0	2	4	6	8	10	12	14	16	20	30
Q13243	0.612011	0.604156	1.384054	0.853362	1.25421	-0.266387	0.079602	-0.808147	-0.896544	-0.165308	-1.250901
P50613	0.226363	0.718857	0.007032	-0.24236	-0.530777	-0.676896	-0.423488	-0.095508	-0.747262	0.113299	0.190891
O75419	-0.279121	-0.355449	-0.910268	0.099198	-0.632943	0.943027	0.284902	0.468143	0.769235	0.531923	0.591824
P30304	-0.572411	-0.118661	0.159418	-0.231419	-0.121016	-0.403723	-0.021552	0.291102	-0.462717	-0.095031	-0.138751
O96017	0.163635	0.411189	0.301703	0.376275	0.420702	0.440455	0.221384	0.065877	-0.149671	0.027685	-0.449009
P38398	-0.339161	-0.152514	-0.505862	-0.448634	0.134456	-0.281922	0.345601	0.563067	0.168628	0.332015	0.328595
P06730	0.370517	0.624349	0.148105	-1.165112	-0.035581	-0.084585	0.045365	-0.219789	-0.128901	-0.469658	-0.498642
P15927	-0.020934	0.097257	0.054829	-0.301084	-0.016066	-0.597444	0.045888	0.093219	0.053218	0.297866	-0.045103
P30038	-0.357226	-0.721321	-0.453297	-0.141601	-0.2129	-0.066229	-0.197232	-0.065749	-0.160439	-0.159244	-0.258175
P51530	-0.199464	-0.364828	-0.2017	0.161871	-0.08712	0.695394	0.015044	0.56527	-0.181206	0.495397	0.132741
P17174	0.362242	0.606172	0.028441	-1.004916	-0.514517	-0.65121	-0.686252	0.207525	0.040756	0.197589	0.115688
P35250	0.236752	-0.245716	-0.195983	-0.205459	-0.083549	-0.137936	0.08683	-0.350958	-0.131469	-0.053794	-0.027534
P11908	-0.266332	0.134686	0.070331	0.179953	-0.001026	-0.067345	-0.323438	0.155571	-0.133919	0.015971	0.313725
P09884	-0.413426	-0.119667	-0.289583	-0.428468	0.26709	-0.340443	0.163245	0.164867	-0.340731	0.353753	0.136533
O00311	-0.176309	0.175923	-0.271218	-0.332532	0.180999	1.057901	-0.653902	0.323492	0.330503	0.218883	0.681444
P02403	0.207882	0.642818	0.571852	0.3593	-0.025682	-0.133733	0.14892	-0.31284	-0.251914	-0.010853	-0.128719
P11802	0.026072	0.337912	0.407786	0.023455	0.080521	-0.509687	-0.318843	0.3986	0.286949	0.353226	0.214347
P24941	-0.001929	0.072369	-0.256186	-0.352771	-0.117598	-0.204207	-0.345609	-0.295516	-0.142911	-0.008688	0.129475
P46019	-0.380326	-0.198972	0.305305	0.456833	-0.397726	-0.531947	-0.64723	0.335462	0.02518	-0.579193	-0.138419
O75971	0.253385	0.44085	0.301211	-0.518937	-0.257665	1.026283	-0.503707	0.093852	0.248271	-0.029529	0.285881
P25205	-0.393775	0.159554	0.29308	-0.412865	0.129579	-0.20316	0.022409	0.491989	-0.022529	0.356582	0.231264
P22674	-0.310627	-0.286708	0.185078	0.779556	-0.567867	-0.211021	-0.018086	0.20602	-0.135382	0.184479	0.095182
Q13889	-0.18779	0.170252	-0.330177	-0.314859	-0.446146	0.224091	-0.257231	0.18238	0.058944	0.416366	0.142353
P29083	0.151306	-0.135154	0.100181	0.183611	-0.225574	1.151373	-0.01261	-0.349367	-0.333635	-0.191289	-0.303992
Q05048	-0.112561	0.235426	0.159602	-0.469323	-0.204444	-0.700944	-0.145611	0.005243	0.26405	0.131341	0.150472
P05198	-0.20286	0.369368	0.351108	-0.358095	-0.291098	0.143005	-0.039689	-0.218302	-0.332677	0.208959	0.047248
Q9Y2T3	0.022895	-0.164428	-0.100862	0.248378	-0.14893	0.542208	-0.508098	0.307127	-0.167676	0.54704	0.237956
P49642	0.015248	0.785129	0.536581	-0.006473	-0.08054	-0.132329	0.327706	-0.288004	-1.035974	-0.091541	-0.082911
Q13247	0.017055	0.369259	0.141309	-0.611961	0.028601	-0.425799	-0.815769	0.007204	-0.418755	0.214401	0.372554
P40938	0.249875	0.193521	0.222617	0.269146	0.049646	-0.038541	-0.189067	-0.057559	-0.058055	-0.095023	0.280178
P18858	-0.065081	-0.390516	0.124984	-0.400102	0.263472	-0.206416	-0.222853	0.177069	0.353434	-0.433568	0.262113
Q14683	0.330493	0.196564	-0.106939	-0.421291	-0.462357	0.157509	-0.227087	0.265386	0.151791	0.376942	0.268292
Q92989	-0.182259	0.109621	-0.426817	-0.183376	0.406064	1.077193	0.124417	-0.048778	-0.154999	-0.078471	0.370528
P24539	0.223358	0.454963	0.29628	-0.676822	-0.421719	-0.367357	-0.420969	-0.027221	-0.155196	-0.400098	0.1455
P51946	0.220533	0.294411	0.207448	-0.111332	0.057902	-0.014381	0.09316	-0.061305	-0.261409	0.112855	0.105934
Q16254	0.284577	0.678221	0.734046	-0.471301	0.096139	-0.507825	-0.397914	-0.08472	-0.090574	-0.03205	-0.178369
O00716	0.153323	0.053321	-0.164986	0.269504	-0.219752	-0.212478	-0.144687	0.101799	-0.117441	-0.47566	0.087787
P22102	-0.31622	0.404623	0.187269	0.214185	0.211741	-0.478118	0.037605	0.066301	-0.050035	0.175066	-0.015938
P22033	-0.157452	0.167298	0.09574	-0.664617	-0.039269	-0.377938	0.267129	0.447835	-0.205091	0.315847	0.293711
P17812	1.016662	0.841569	0.828097	0.507015	0.505642	0.434458	0.346967	-0.101493	0.12464	0.226875	0.320381
O43390	0.480821	0.496638	0.209521	0.25429	-0.567242	-0.78165	-0.534682	-0.296847	-0.672436	-0.267266	0.183554
Q01130	0.37685	0.441795	0.257031	0.008068	0.087073	0.133964	-0.050695	-0.058512	-0.088049	-0.367365	0.161258
O00232	0.160737	0.201789	0.243874	-0.465189	-0.318956	-0.297568	-0.432668	-0.091352	-0.349056	0.116344	-0.160283
Q9Y5N6	0.082672	-0.04107	0.054701	-0.071051	-0.089185	-0.099496	-0.083603	-0.213259	-0.064517	-0.147674	0.176959
P41584	0.037331	0.053725	0.700161	0.510159	0.384364	-0.332711	-0.361436	-0.113065	0.046899	0.033758	0.193623
P11166	0.352874	0.441056	0.014333	-0.167407	-0.116554	0.205383	-0.218895	-0.205954	-0.124694	-0.442745	0.333419
P23588	0.04817	0.659172	0.141587	-0.090405	-0.719644	-0.562999	0.1054	0.387298	-0.264406	-0.209638	0.246682
P24928	0.243118	0.383147	0.077538	-1.001312	-0.164449	0.296581	-0.623886	-0.406217	-0.134559	-0.626482	-0.220553
Q13487	0.215048	0.618596	0.412282	0.207869	-0.467993	-0.396123	-0.188762	0.05373	-0.27056	0.273721	-0.055101
Q15365	0.073585	0.126615	0.045768	-0.321151	-0.350419	-0.633145	0.162706	0.382157	0.245719	-0.036898	0.237195
Q12920	0.403725	0.350062	0.479638	0.000575	0.387305	-0.11991	-0.616787	0.236478	0.340405	0.015813	0.351986
P11172	0.124809	0.070853	0.020353	-0.309136	0.496985	1.194322	-0.301571	0.056661	0.001618	-0.069881	0.119448
Q01831	0.303662	0.058167	0.30334	-0.429703	0.21035	-0.220855	-0.299392	-0.039499	-0.54453	-0.054627	0.475177
P27707	-0.059951	0.001306	0.087502	-0.512906	-0.432265	0.192212	-0.137654	0.101713	-0.159044	-0.309488	-0.090867
P18074	0.093909	0.257401	0.700987	-0.243554	0.197979	0.941953	-0.844521	-0.054684	0.389878	-0.189378	0.337102
P21589	0.396136	0.309708	0.679368	-0.133684	-0.062575	-0.054777	0.503187	0.41341	0.327486	0.49764	0.135173
P51587	0.506948	0.590688	0.062257	-0.449679	-0.816517	0.223106	-0.654621	0.312883	0.381764	0.112004	0.576972
P36542	-0.027334	0.442494	0.121023	-0.455662	0.400422	-0.197076	-0.094346	0.024321	-0.223641	-0.121502	-0.419333
O95336	0.308886	0.530532	0.299723	-0.761346	-0.878618	-0.940917	-0.394877	0.116393	0.44572	0.27893	0.224894
P35251	0.165638	0.544487	0.089242	-0.244551	0.312856	-0.398463	0.080687	0.168066	-0.253747	0.151591	0.109503
Q14376	-0.214624	0.114315	0.067692	-0.237016	-0.423297	-0.652528	0.052906	0.543026	0.222532	0.559065	0.236882
O75822	0.134855	-0.014106	-0.059656	0.003918	0.073329	-0.028686	0.178854	0.322126	0.268561	0.022426	0.053095
P14678	0.149176	0.671126	0.295254	-0.17713	-0.103226	-0.16748	-0.025186	-0.317324	-0.584168	0.134381	-0.232383
O14757	0.116216	0.064295	-0.187559	0.050159	0.126989	-0.117754	-0.335262	0.152868	-0.418109	0.350638	-0.186251
P21912	0.033056	0.501506	0.29617	-0.128412	0.17596	0.620468	-0.017835	-0.018094	0.234387	-0.119183	0.322992
Q99460	0.209038	-0.008252	-0.239108	-0.111602	-0.063721	-0.245479	0.102948	0.042788	0.051268	-0.049316	0.066559
O00142	0.064381	-0.211619	-0.459623	0.285218	-0.128593	-0.326146	-0.309426	0.505207	-0.286138	0.113593	0.757077
Q07889	0.178801	0.542661	0.574598	-0.658584	-0.169454	0.401141	-0.389382	0.228963	0.330526	-0.020081	0.427985
Q01432	0.111301	0.425415	-0.067334	-0.316469	0.258964	0.495139	-0.442551	0.128186	0.229955	0.032434	0.430931
Q99808	-0.054852	0.058517	-0.03656	0.349672	0.984541	-0.307221	-0.041458	0.037314	-0.190506	-0.130516	0.032796
P30520	-0.26802	-0.421642	-0.29803	-0.358379	-0.112494	-0.181264	0.211573	-0.054141	-0.209794	-0.27645	0.031738
P78563	0.033386	-0.18886	-0.147073	-0.005317	-0.018913	0.257949	0.178643	0.193008	0.09824	-0.019915	0.157649
P21953	-0.287123	-0.074227	-0.260357	-0.650177	-0.088263	-0.39709	0.029772	0.023496	0.213061	0.16448	0.070984
P00558	-0.185841	-0.202395	-0.28057	-0.221578	-0.140125	-0.31101	-0.114561	-0.025201	0.020834	0.017959	0.13193
Q9HCU8	0.071936	0.034163	0.075379	-0.369048	-0.911257	-0.334567	0.163057	0.114011	0.50806	0.212897	0.145157
Q9UI10	0.044756	0.249659	0.578457	0.300188	0.014978	-0.161827	-0.611486	0.112581	0.095178	-0.220945	-0.009303
P17980	-0.058801	0.109989	-0.160914	-0.035321	-0.091772	-0.007118	-0.275585	-0.029922	-0.25248	-0.04238	-0.181466
Q9UKU7	0.169052	0.214087	0.001552	-0.022691	-0.226208	-0.034252	-0.008783	-0.039851	-0.153578	-0.194004	-0.053419
P27361	0.146347	0.203703	0.251639	-0.2108	-0.13431	-0.660951	0.023361	-0.016949	0.517998	0.14548	0.27223
P56385	-0.240242	0.146293	0.20239	0.026758	0.212441	0.469638	0.476969	-0.140891	-0.510317	-0.305551	-0.006965
Q12882	-0.277676	-0.116686	0.05243	0.288047	-0.195035	0.138521	0.088481	-0.042418	-0.292046	-0.140502	-0.34506
O75821	0.190191	0.472194	0.405663	-0.489722	0.142261	0.191289	-0.62767	0.095972	-0.1217	-0.351472	-0.456567
Q16875	-0.087659	0.215062	-0.123794	0.051081	0.225109	-0.265408	-0.169477	-0.44208	-0.383881	0.575827	0.066221
Q01433	-0.175102	0.168748	0.393212	0.529822	-0.211719	-0.426402	0.151564	-0.011171	-0.377964	0.350813	-0.202313
P32754	0.065095	-0.285327	0.436119	-0.241708	-0.314605	-0.304487	0.536818	0.148274	-0.042377	0.218567	0.149145
P08237	-0.140239	0.286318	0.187363	-0.356937	0.08768	-0.440347	0.16787	0.215858	-0.454086	0.346795	0.163032
Q9Y3B4	0.192611	0.660492	0.530003	-0.828644	-0.133147	-0.403922	0.142986	0.067671	-0.846721	0.084491	0.001281
P06746	-0.322635	0.174328	-0.101543	-0.598058	-0.666403	0.495734	0.58041	-0.261097	0.028251	-0.489798	0.362231
P10515	-0.143737	-0.044705	0.240754	-0.080655	-0.314666	0.078332	-0.201606	0.184693	-0.307735	0.253048	-0.126424
P16991	-0.038987	0.280248	0.144389	-0.494569	0.388694	0.197626	-0.16341	-0.043057	-0.539786	-0.051147	0.259136
P13641	0.199714	0.414793	0.27481	0.145678	-0.285181	-0.136909	-0.200816	-0.055904	-0.33	-0.094037	-0.176905
O94906	0.04433	0.252342	0.146686	0.209599	-0.585293	0.877293	0.108221	-0.093736	-0.258181	0.298527	0.103003
P07195	-0.134333	0.363069	0.009396	-0.394029	-0.061925	-0.447149	0.320082	0.249166	-0.313572	-0.045611	0.007566
P09012	-0.561365	-0.278673	-0.452227	-0.460911	-0.53992	-0.190292	0.01143	0.192496	0.040211	0.010856	0.029225
Q15393	0.165836	0.40369	-0.033088	0.108732	0.025124	0.31583	-0.260977	0.12877	0.153733	-0.028395	0.252447
O60508	-0.381938	-0.358258	-0.061526	-0.385936	-0.407978	-0.253522	0.013299	-0.196333	-0.033908	0.127837	0.03181
Q13242	-0.035339	-0.126902	-0.160158	-0.269672	0.103227	-0.039599	-0.218343	-0.23922	-0.184695	-0.087062	-0.080659
P23193	0.558876	0.956766	0.214693	-0.452513	-0.303379	-0.783814	-0.179315	-0.152664	-0.564029	-0.047045	-0.142671
O43708	0.225014	0.346551	0.435712	-0.569995	-0.208469	0.137219	-0.492249	0.243228	0.47114	-0.316852	0.490291
Q02252	0.181609	0.280791	0.268324	-0.150073	-0.043313	0.462669	-0.706856	0.248488	0.555846	0.363171	0.327274
P19388	0.554784	0.133914	0.106339	-0.400789	0.349682	-0.297492	-0.559314	-0.182796	-0.181889	-0.273211	0.249796
P41238	-0.015193	-0.096833	-0.128369	-0.105641	-0.238081	-0.344033	-0.481812	-0.039164	-0.071878	0.30814	-0.313906
P15735	0.041429	0.239234	0.102065	-0.178566	0.002335	-0.651074	0.299011	0.383267	-0.294873	0.249615	0.127506
P32321	0.365832	0.436501	0.427197	-0.297423	0.037017	-0.4737	-0.647707	-0.07553	0.402909	0.262518	0.151008
Q9Y4H2	0.197186	0.095275	0.139691	0.11364	0.048594	-0.137212	-0.068066	0.104479	0.045505	0.134204	-0.087036
P02404	0.0295	0.252978	-0.028015	-0.190258	-0.063901	-0.351119	0.206702	-0.151915	-0.648489	0.101391	0.093833
P04765	-0.1942	0.523823	0.303341	0.069267	-0.474587	-0.059345	0.291447	0.25206	-0.042413	-0.027785	-0.227969
P49207	-0.157897	-0.319866	-0.087581	-0.165213	-0.156488	-0.362921	-0.259092	-0.072937	-0.142273	-0.100497	0.001004
P50440	0.305225	0.181553	-0.016038	-1.039157	0.150689	-0.017001	-0.361229	0.396933	0.017301	-0.019342	0.123319
P08621	0.236235	0.287129	0.511176	0.045938	-0.325986	-0.054846	0.101684	0.311762	-0.014324	0.461382	0.109462
P52298	0.001732	0.223512	0.010173	-0.781377	-0.284109	-0.766383	-0.006032	0.127082	-0.182892	0.279862	-0.022497
O15228	-0.120062	0.054893	-0.091173	-0.060235	0.35159	0.159481	-0.072258	0.099577	-0.101365	-0.138399	-0.043972
P09622	0.028946	-0.034409	0.007357	0.135241	-0.228352	0.032744	-0.276264	-0.025686	-0.087625	0.390586	0.129886
P55769	0.028955	0.493704	0.205724	-0.18388	0.922491	-0.034155	-0.094906	0.111746	-0.524404	0.003044	0.103369
P05166	-0.052311	0.054609	0.107289	0.02235	-0.061174	-0.69047	-0.063585	0.21254	0.667673	0.219508	0.179589
P00325	0.124165	0.466554	0.273359	-0.45864	0.169789	0.222237	-0.279269	0.187521	0.223869	-0.007535	0.446077
P17075	-0.140145	0.293869	0.196395	0.405766	-0.412217	0.337738	-0.223291	-0.177765	-0.122318	-0.37133	0.212125
O75964	-0.004826	-0.163577	0.035143	0.078156	-0.097679	-0.142257	-0.168861	-0.074259	-0.112231	-0.198509	-0.167627
P56282	0.028328	-0.706609	0.290548	0.029158	-0.132266	0.800414	0.236267	0.023425	-0.179143	-0.114276	-0.147954
P42766	0.412646	0.57682	0.030048	-0.445215	0.15882	-0.119842	-0.060629	-0.018051	-0.60646	0.054364	0.26306
P00966	-0.171305	-0.140418	-0.308162	-0.258427	-0.076462	-0.012227	-0.354627	-0.209588	-0.412282	-0.367107	-0.372185
Q13347	-0.220128	0.126318	0.177805	0.466566	-0.15163	-0.117859	-0.302974	0.183947	-0.186196	-0.346383	-0.280034
O15120	-0.208696	0.076298	-0.2007	0.005103	-0.021466	0.292981	0.27267	0.113025	-0.040723	0.185167	0.062133
P54819	0.077648	-0.02621	-0.222814	0.165046	0.048684	0.06165	0.076592	0.126337	0.216478	-0.056856	0.300886
P13984	0.069369	0.24869	0.38375	-0.320004	0.057799	-0.220335	0.229421	-0.090717	0.075543	-0.384512	0.091683
O43242	-0.014175	0.459389	-0.095168	0.234698	-0.213824	0.0282	-0.569064	0.255636	-0.361796	0.258309	0.42833
P11498	0.193867	-0.387213	-0.049826	0.489199	-0.297148	0.107492	-0.663995	0.33553	-0.023917	-0.285564	0.129082
P11182	-0.551653	-0.150149	-0.460275	-0.388305	-0.621468	-0.535931	-0.254524	0.165167	0.067179	-0.090315	-0.264669
P45954	0.075167	0.135878	0.161041	0.0384	-0.588142	-0.324987	0.108776	-0.245343	0.13151	0.572308	0.445121
P25789	0.141261	0.302248	0.102718	0.242827	0.505528	-0.404906	-0.564203	0.191151	0.101701	0.328725	-0.411316
P46952	-0.047148	-0.005028	-0.084962	0.181035	-0.053053	0.151205	0.027313	0.005735	0.063769	0.172785	-0.056802
P28072	-0.092935	0.321611	0.028116	-0.004036	0.22713	0.305483	-0.094106	0.089837	0.154433	0.073292	0.18147
O14818	-0.204627	-0.027635	-0.25535	-0.103724	-0.046689	0.036734	-0.062909	0.039664	-0.02794	-0.109418	-0.138841
P29084	0.107759	0.402568	0.403054	-0.066345	0.014263	0.227803	-0.172748	0.277815	-0.05744	0.090987	0.1653
P30281	0.093851	0.19716	0.306799	-0.003661	-0.053023	0.062874	0.174611	-0.085948	-0.160462	-0.1432	0.016972
P26599	0.355817	0.787772	0.274194	-0.241078	0.320054	-0.512362	0.051445	-0.068011	-0.776495	0.318063	-0.237123
Q14186	-0.008285	-0.220923	-0.252093	-0.317587	-0.21151	-0.306687	0.008821	-0.12099	-0.064484	-0.059871	-0.067748
Q93100	-0.090316	-0.105762	0.250689	-0.430917	-0.31816	-0.368646	0.356408	-0.101959	-0.152045	-0.046699	-0.189078
P46976	0.035966	-0.002798	0.139061	-0.207896	-0.301895	-0.210071	0.454175	0.30583	0.318912	0.414897	-0.072742
P28066	-0.098382	0.417811	0.356912	-0.59798	0.204586	-0.287749	-0.050503	-0.074414	-0.295227	0.128121	0.074968
P27695	-0.087017	0.296073	0.206623	-0.962896	-0.012519	-0.440957	-0.232479	0.196089	-0.349341	0.504079	-0.577338
Q13216	0.051465	-0.127065	-0.02211	0.415045	-0.193822	-0.508416	-0.301242	0.129662	0.283238	-0.315623	0.058399
Q15029	0.14323	0.276604	0.021119	0.426655	-0.332614	0.751079	0.319007	0.303179	-0.217411	-0.091221	-0.081902
Q9NR19	-0.081497	0.212101	0.061836	-0.688251	-0.559388	-0.912371	0.28741	0.309657	-0.031219	0.289896	-0.118505
P55809	0.092897	0.1222	0.202261	-0.591717	-0.233135	-0.750581	-0.269257	0.164593	0.063511	-0.312473	0.09572
O00746	-0.347097	0.272218	0.190692	0.217791	0.126544	-0.116492	0.189379	0.256634	-0.676122	0.31744	0.019549
P19447	-0.102078	-0.061879	0.117038	-0.097238	0.233826	-0.299109	0.41924	0.102632	0.077896	0.110518	0.027259
P40939	-0.213828	0.470209	-0.058918	-0.130682	-0.228401	-0.409687	0.23173	0.099697	-0.401911	-0.077803	0.102457
Q02218	-0.117205	0.398206	0.192878	-0.05655	-0.498932	-0.771789	-0.147493	-0.012992	-0.281046	-0.30524	-0.193997
P50213	0.298737	0.035167	-0.21834	-0.388465	-0.007526	-0.08243	0.194076	-0.153332	-0.161218	-0.007108	0.021577
P78549	-0.265346	-0.219662	-0.206423	-0.359418	-0.202963	-0.08581	-0.218161	0.011903	-0.178098	-0.040205	-0.224762
P12268	-0.31408	-0.18896	-0.355401	-0.277271	-0.153215	-0.166511	0.035342	-0.08002	-0.076122	-0.227727	-0.260775
P00568	-0.511286	-0.97269	-0.02202	0.144246	-0.09667	1.69	1.21049	0.035674	0.049333	0.030127	-0.05837
P12235	0.062986	0.213176	-0.108256	0.186393	-0.128463	0.266457	0.027602	0.447467	-0.256096	0.372511	0.273998
Q15056	-0.235356	-0.108311	-0.228202	-0.107937	-0.194624	0.006814	-0.004925	0.172945	0.039704	0.068455	-0.001195
P80095	-0.123092	0.017077	0.038073	0.336824	-0.099868	0.014496	0.116164	0.141342	-0.27004	0.310572	0.002313
Q15356	0.02035	0.410437	0.690574	-0.193232	0.148319	-0.570911	-0.28474	0.103613	-0.267708	0.107456	0.34649
P55795	0.10408	0.408101	0.157676	-0.395429	-0.003594	0.779962	-0.005561	-0.105056	-0.176996	0.045895	0.116145
Q9BWJ5	-0.101139	-0.027739	0.162997	-0.276376	-0.407665	-0.484422	0.178693	0.097891	0.109201	0.385672	-0.061428
P05165	0.364892	0.308992	0.203898	-0.221589	-0.20614	-0.438253	0.017943	-0.120059	-0.437973	0.147679	0.347057
P35269	0.149118	0.548474	0.286047	-0.647231	0.323844	-0.21176	-0.274392	-0.053122	-0.087047	0.076881	-0.186745
Q99704	0.39208	0.224797	0.268253	-0.419917	-0.243762	-0.018843	-0.281521	0.328055	0.657113	0.491	-0.010237
P30084	-0.061815	0.373859	-0.035734	0.086483	0.000851	-0.605533	0.202467	0.18953	-0.322627	-0.166529	0.418267
P49959	-0.262205	0.188615	0.230499	-0.013091	-0.070533	0.240898	0.158067	0.407224	0.095779	-0.119981	-0.215603
Q96RQ3	0.085077	-0.111352	-0.173254	0.04434	-0.285898	-0.194231	-0.055126	-0.153878	-0.257467	-0.333416	-0.146054
P54868	0.119656	0.0628	0.023729	0.183024	0.286226	-0.060756	0.059609	-1.026901	-0.043202	-0.078382	-0.153313
P19387	0.310593	0.458384	0.354863	-0.796358	-0.202656	-0.394685	-0.229134	-0.003647	-0.211777	-0.115577	0.344825
P49916	-0.071133	0.245244	0.110935	-0.445588	-0.095227	0.000355	0.402999	-0.05496	-0.229808	-0.122577	-0.104432
Q99798	0.033439	0.412611	0.185433	-0.768878	0.157548	-0.399575	-0.21725	0.297008	0.164258	-0.062827	0.292331
Q9P2R7	0.160985	0.010826	0.221269	-0.466702	-0.214735	-0.327854	0.01466	0.143618	0.001581	-0.072124	0.042984
P30054	0.043511	0.222478	0.099184	-0.329942	0.568266	-0.189501	-0.113688	0.321173	0.026833	0.18792	0.127898
P36871	-0.038705	-0.01702	-0.151086	-0.339134	-0.179279	-0.532778	-0.208764	0.240617	-0.02197	-0.306451	0.306927
P43080	-0.135914	0.093099	-0.109456	0.184379	0.083093	0.133945	-0.170998	0.084695	0.106861	0.042476	-0.029779
P09972	-0.281001	0.022822	0.282593	-0.256942	-0.412321	-0.428283	0.271267	0.084341	0.50223	0.189488	0.342519
P05423	-0.176436	-0.020607	-0.285539	-0.258573	-0.313474	-0.011622	0.233529	0.212458	-0.193509	0.077424	-0.175571
Q00403	0.122953	0.034349	-0.064159	-0.136673	-0.259355	-0.211808	-0.359519	-0.349238	-0.287703	-0.109426	-0.080691
P00326	0.170893	-0.370904	-0.040294	-0.080448	0.124693	-0.000052	0.285246	-0.025206	-0.185064	-0.114038	0.043511
P39023	0.136051	0.297465	-0.328169	-0.195915	0.256112	-0.046208	-0.388241	0.166508	0.134184	0.142387	0.055903
Q9HA47	0.248925	0.174792	0.057194	-0.184817	0.077423	-0.012661	-0.457325	0.153359	0.617353	-0.18231	0.553602
P28062	0.198014	0.465293	0.250187	0.299365	-0.41128	-0.142817	0.119915	0.095701	-0.23463	0.29181	0.15136
O75936	-0.511074	-0.202794	0.040922	1.089878	0.316542	-0.315036	-0.298924	0.068955	-0.584098	0.051046	-0.224719
P25786	-0.094792	0.449668	0.189261	-0.741412	-0.224695	-0.451242	0.005981	-0.022424	0.129529	0.163677	-0.156004
P09417	0.046378	-0.203706	-0.004746	-0.126483	0.043912	-0.193901	0.206467	0.368212	0.268806	-0.177685	0.130043
P08559	-0.078759	0.283577	0.209218	-1.016558	0.501484	-0.30331	0.383058	0.221739	0.373755	-0.041526	-0.104931
P00439	0.052343	0.101395	-0.039893	0.123224	0.125876	-0.009399	-0.450288	0.290726	-0.174407	0.024329	-0.025325
O15160	-0.018276	0.496781	0.230517	-0.483114	0.180483	-0.499809	0.134223	-0.160255	-0.918653	0.13688	-0.094954
P49720	0.171546	0.296505	0.105517	-0.960249	0.118401	-0.319185	-0.370448	0.218985	0.275045	-0.129388	0.332364
Q16836	-0.089994	-0.486112	-0.263346	-0.024646	-0.326536	-0.076479	-0.207462	-0.049818	-0.334501	-0.632654	-0.169253
P09329	-0.328707	-0.106385	-0.069694	0.039432	-0.079159	0.050599	-0.276909	0.131542	0.293429	0.051235	0.071133
P48556	0.139464	0.1651	0.217751	0.280189	-0.111064	0.16294	0.073223	0.400976	-0.542402	0.191217	0.016041
P18887	-0.024998	0.075807	0.016748	-0.153947	-0.168664	-0.311453	0.259009	0.126956	0.295887	-0.101044	0.147696
P46020	-0.133769	-0.095308	-0.213251	0.197268	0.105891	-0.150606	0.018816	-0.434126	-0.209642	-0.06965	0.241138
P24298	0.095726	0.165555	0.214385	-0.294948	0.082581	0.786254	0.066916	0.215938	-0.045865	0.490863	0.154754
Q13825	0.072051	0.210296	0.208098	-0.362034	-0.118379	-0.396245	0.051552	0.052845	0.217356	-0.4931	0.030693
Q92524	0.171548	-0.015819	-0.18035	0.200153	0.06275	-0.154127	-0.216036	-0.711352	0.086123	-0.105147	0.018258
Q9Y619	-0.235946	-0.866845	-0.484997	-0.336048	-0.133376	-0.121715	0.107825	-0.327329	-0.092282	-0.187262	-0.161699
P07203	0.145071	0.184645	-0.022573	-0.21423	-0.135517	0.644393	-0.125131	0.259581	0.280444	0.004262	0.139696
P00480	0.070066	0.199586	0.112296	0.108349	0.278842	0.044225	0.127988	0.036056	-0.127	0.171193	0.065602
O15372	0.44098	-0.05308	-0.045889	0.111303	-0.002971	0.239389	-0.605841	-0.127753	0.045033	0.180094	-0.216735
