15,Caenorhabditis elegans,5388414,Cellular responses to stress
14,Gallus gallus,6097194,ARL13B-mediated ciliary trafficking of INPP5E,6097014,
14,Saccharomyces cerevisiae,5617991,Cell Cycle; Mitotic
14,Mus musculus,5605913,MHC class II antigen presentation
14,Bos taurus,5493629,Immune System
14,Sus scrofa,5441869,Interleukin-1 signaling
14,Sus scrofa,5441420,Extrinsic Pathway for Apoptosis
14,Caenorhabditis elegans,5388828,Regulation of Apoptosis
14,Caenorhabditis elegans,5388363,Transmembrane transport of small molecules
14,Saccharomyces cerevisiae,5369817,Mitochondrial protein import
14,Saccharomyces cerevisiae,5369688,Membrane Trafficking
13,Arabidopsis thaliana,6350516,Metabolism of carbohydrates,6350517,Metabolism
13,Mus musculus,5991174,Adaptive Immune System,5991156,Immune System
13,Canis familiaris,5931832,ERK/MAPK targets,5931192,,5931278,Immune System
13,Canis familiaris,5931561,Regulation of mitotic cell cycle,5931103,
13,Canis familiaris,5931330,mRNA Editing,5931158,
13,Canis familiaris,5931327,mRNA Splicing - Minor Pathway,5931158,
13,Bos taurus,5493599,Signal Transduction
13,Sus scrofa,5442458,Cellular response to hypoxia
13,Caenorhabditis elegans,5388445,DNA Repair
12,Canis familiaris,5931604,Synthesis of dolichyl-phosphate mannose,5931221,
12,Canis familiaris,5931553,Interconversion of polyamines,5931145,
12,Canis familiaris,5931449,MyD88 dependent cascade initiated on endosome
12,Plasmodium falciparum,5666817,Metabolism of nucleotides
12,Dictyostelium discoideum,5662453,Cell Cycle
12,Saccharomyces cerevisiae,5618100,Signal Transduction
12,Sus scrofa,5441429,Detoxification of Reactive Oxygen Species
12,Caenorhabditis elegans,5388770,PIP3 activates AKT signaling
12,Caenorhabditis elegans,5388484,Immune System
12,Saccharomyces cerevisiae,5369547,Intrinsic Pathway for Apoptosis
11,Mus musculus,5991743,TCF dependent signaling in response to WNT,5991071,Signal Transduction
11,Canis familiaris,5931815,Vitamin B5 (pantothenate) metabolism,5931145,
11,Canis familiaris,5931484,CaMK IV-mediated phosphorylation of CREB,5931192,,5931278,Immune System
11,Plasmodium falciparum,5666806,The citric acid (TCA) cycle and respiratory electron transport
11,Plasmodium falciparum,5596676,Metabolism of carbohydrates
11,Plasmodium falciparum,5596654,Cell Cycle
11,Canis familiaris,5550560,Apoptosis
11,Bos taurus,5493533,Extrinsic Pathway for Apoptosis
11,Sus scrofa,5442657,Cellular response to heat stress
11,Caenorhabditis elegans,5388654,Hemostasis
11,Caenorhabditis elegans,5388420,Gene Expression
11,Caenorhabditis elegans,5388376,Neuronal System
11,Saccharomyces cerevisiae,5369789,Meiotic recombination
11,Saccharomyces cerevisiae,5369348,Gene Expression
11,Saccharomyces cerevisiae,5369341,Cellular responses to stress
10,Mus musculus,5991561,Signaling by Wnt,5991071,Signal Transduction
10,Canis familiaris,5931880,Hypusine synthesis from eIF5A-lysine,5931221,
10,Canis familiaris,5931480,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,5931245,
10,Canis familiaris,5931366,RNA Polymerase III Abortive And Retractive Initiation,5931158,
10,Canis familiaris,5931299,VEGFR2 mediated cell proliferation,5931192,
10,Saccharomyces cerevisiae,5719429,Metabolism of carbohydrates,5719430,
10,Plasmodium falciparum,5667226,Inositol phosphate metabolism
10,Dictyostelium discoideum,5662623,PLC-gamma1 signalling
10,Dictyostelium discoideum,5662606,Resolution of Abasic Sites (AP sites)
10,Saccharomyces cerevisiae,5618626,Inositol phosphate metabolism
10,Saccharomyces cerevisiae,5618108,Double-Strand Break Repair
10,Saccharomyces cerevisiae,5618072,Eukaryotic Translation Initiation
10,Plasmodium falciparum,5596848,Apoptosis
10,Plasmodium falciparum,5596695,Metabolism of amino acids and derivatives
10,Plasmodium falciparum,5596677,Metabolism
10,Canis familiaris,5550864,Intrinsic Pathway for Apoptosis
10,Bos taurus,5493474,Disease
10,Sus scrofa,5442184,DSCAM interactions
10,Sus scrofa,5441722,Intrinsic Pathway for Apoptosis
10,Sus scrofa,5441699,Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
10,Sus scrofa,5441626,Developmental Biology
10,Sus scrofa,5441346,Cellular responses to stress
10,Caenorhabditis elegans,5388917,Circadian Clock
10,Caenorhabditis elegans,5388477,Signaling by EGFR
10,Caenorhabditis elegans,5388320,DNA Replication
10,Saccharomyces cerevisiae,5369513,Base Excision Repair
9,Arabidopsis thaliana,6351163,Inositol phosphate metabolism,6350517,Metabolism
9,Mus musculus,5991712,PIP3 activates AKT signaling,5991071,Signal Transduction,5991156,Immune System
9,Canis familiaris,5932118,CREB phosphorylation through the activation of CaMKII,5931174,
9,Canis familiaris,5931468,Cleavage of the damaged purine
9,Canis familiaris,5931367,CYP2E1 reactions,5931145,
9,Canis familiaris,5931323,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex
9,Dictyostelium discoideum,5662636,Signaling by Ligand-Responsive EGFR Variants in Cancer
9,Dictyostelium discoideum,5662509,Neurotransmitter Release Cycle
9,Dictyostelium discoideum,5662479,Metabolism of carbohydrates
9,Plasmodium falciparum,5642091,Metabolism of carbohydrates
9,Plasmodium falciparum,5642073,Cell Cycle
9,Saccharomyces cerevisiae,5618439,Apoptotic execution  phase
9,Saccharomyces cerevisiae,5618099,Signaling by Insulin receptor
9,Saccharomyces cerevisiae,5618068,Gene Expression
9,Plasmodium falciparum,5596693,The citric acid (TCA) cycle and respiratory electron transport
9,Bos taurus,5493548,Gene Expression
9,Bos taurus,5493471,Metabolism
9,Sus scrofa,5442123,Regulation of Apoptosis
9,Sus scrofa,5441313,Cell Cycle
9,Caenorhabditis elegans,5389133,Extracellular matrix organization
9,Caenorhabditis elegans,5388428,Metabolism of proteins
9,Saccharomyces cerevisiae,5369743,Sphingolipid metabolism
9,Saccharomyces cerevisiae,5369354,Metabolism of proteins
9,Saccharomyces cerevisiae,5369323,Metabolism of amino acids and derivatives
9,Saccharomyces cerevisiae,5369281,Cell Cycle; Mitotic
8,Mus musculus,5991767,Signaling by Robo receptor,5991300,Developmental Biology
8,Mus musculus,5991065,Metabolism of lipids and lipoproteins,5991024,Metabolism
8,Canis familiaris,5931392,Transport of Mature mRNAs Derived from Intronless Transcripts,5931158,
8,Canis familiaris,5931307,SOS-mediated signalling,5931192,
8,Schizosaccharomyces pombe,5676266,Metabolism of carbohydrates
8,Plasmodium falciparum,5666808,Metabolism of amino acids and derivatives
8,Plasmodium falciparum,5666793,Disease
8,Dictyostelium discoideum,5662621,Signal Transduction
8,Plasmodium falciparum,5642092,Metabolism
8,Saccharomyces cerevisiae,5618549,Circadian Clock
8,Saccharomyces cerevisiae,5618481,Protein folding
8,Saccharomyces cerevisiae,5618090,Fatty acid; triacylglycerol; and ketone body metabolism
8,Saccharomyces cerevisiae,5618074,Metabolism of proteins
8,Plasmodium falciparum,5596703,Metabolism of nucleotides
8,Dictyostelium discoideum,5592310,Metabolism of amino acids and derivatives
8,Dictyostelium discoideum,5592291,Metabolism
8,Dictyostelium discoideum,5592286,Cell Cycle Checkpoints
8,Canis familiaris,5550453,Cell Cycle
8,Sus scrofa,5442105,Cell-Cell communication
8,Sus scrofa,5442062,Apoptotic execution  phase
8,Sus scrofa,5441504,Signaling by FGFR
8,Saccharomyces cerevisiae,5369901,Cellular response to heat stress
8,Saccharomyces cerevisiae,5369335,The citric acid (TCA) cycle and respiratory electron transport
8,Saccharomyces cerevisiae,5369283,DNA Replication
8,Schizosaccharomyces pombe,5361561,Apoptosis
8,Schizosaccharomyces pombe,5361292,Cell Cycle
8,Plasmodium falciparum,5353596,Inositol phosphate metabolism
7,Gallus gallus,6097157,PKMTs methylate histone lysines,6097129,
7,Rattus norvegicus,6052030,GPCR ligand binding,6051589,Signal Transduction
7,Mus musculus,5991845,Semaphorin interactions,5991300,Developmental Biology
7,Mus musculus,5991751,TCR signaling,5991156,Immune System
7,Mus musculus,5991574,Signaling by TGF-beta Receptor Complex,5991071,Signal Transduction
7,Mus musculus,5991342,L1CAM interactions,5991300,Developmental Biology
7,Mus musculus,5991325,Toll-Like Receptors Cascades,5991156,Immune System
7,Mus musculus,5991155,Innate Immune System,5991156,Immune System
7,Mus musculus,5991046,The citric acid (TCA) cycle and respiratory electron transport,5991024,Metabolism
7,Canis familiaris,5931724,Conjugation of phenylacetate with glutamine,5931145,
7,Canis familiaris,5931685,Signaling by TGF-beta Receptor Complex,5931192,
7,Canis familiaris,5931388,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,5931158,
7,Canis familiaris,5931381,mitochondrial fatty acid beta-oxidation of saturated fatty acids,5931145,
7,Schizosaccharomyces pombe,5676267,Metabolism
7,Plasmodium falciparum,5667243,Binding and Uptake of Ligands by Scavenger Receptors
7,Plasmodium falciparum,5666895,Metabolism of lipids and lipoproteins
7,Dictyostelium discoideum,5662996,Vitamin B5 (pantothenate) metabolism
7,Dictyostelium discoideum,5662979,Synthesis of Dolichyl-phosphate
7,Dictyostelium discoideum,5662935,SLC-mediated transmembrane transport
7,Dictyostelium discoideum,5662629,Downstream signaling of activated FGFR
7,Saccharomyces cerevisiae,5618677,Cellular response to heat stress
7,Saccharomyces cerevisiae,5618073,Translation
7,Saccharomyces cerevisiae,5617993,DNA Replication
7,Mus musculus,5605723,Factors involved in megakaryocyte development and platelet production
7,Mus musculus,5605722,Advanced glycosylation endproduct receptor signaling
7,Plasmodium falciparum,5596680,Disease
7,Bos taurus,5494642,Degradation of the extracellular matrix
7,Bos taurus,5493857,Extracellular matrix organization
7,Bos taurus,5493743,Developmental Biology
7,Sus scrofa,5441345,Cellular Senescence
7,Caenorhabditis elegans,5389175,Reproduction
7,Caenorhabditis elegans,5388797,Membrane Trafficking
7,Caenorhabditis elegans,5388478,Signaling by EGFR in Cancer
7,Caenorhabditis elegans,5388343,Cell Cycle Checkpoints
7,Saccharomyces cerevisiae,5369821,Metabolism of nitric oxide
7,Saccharomyces cerevisiae,5369618,Metabolism of porphyrins
7,Saccharomyces cerevisiae,5369561,Eukaryotic Translation Elongation
7,Saccharomyces cerevisiae,5369551,Hemostasis
7,Saccharomyces cerevisiae,5369520,DNA Damage Bypass
7,Saccharomyces cerevisiae,5369468,Immune System
7,Saccharomyces cerevisiae,5369340,Detoxification of Reactive Oxygen Species
7,Saccharomyces cerevisiae,5369339,Metabolism of nucleotides
7,Saccharomyces cerevisiae,5369305,Cell Cycle Checkpoints
7,Saccharomyces cerevisiae,5369292,Mitotic G1-G1/S phases
7,Saccharomyces cerevisiae,5369288,Synthesis of DNA
7,Saccharomyces cerevisiae,5369286,Regulation of DNA replication
7,Plasmodium falciparum,5353301,Metabolism
6,Arabidopsis thaliana,6350683,mRNA Capping,6350530,Gene Expression
6,Arabidopsis thaliana,6350539,The citric acid (TCA) cycle and respiratory electron transport,6350517,Metabolism
6,Danio rerio,6272783,Base-Excision Repair; AP Site Formation,6272561,DNA Repair
6,Gallus gallus,6095926,The citric acid (TCA) cycle and respiratory electron transport,6095905,Metabolism
6,Rattus norvegicus,6052225,PIP3 activates AKT signaling,6051589,Signal Transduction,6051675,Immune System
6,Rattus norvegicus,6051661,Signaling by GPCR,6051589,Signal Transduction
6,Mus musculus,5992338,EPH-Ephrin signaling,5991300,Developmental Biology
6,Mus musculus,5992067,Interferon Signaling,5991156,Immune System
6,Mus musculus,5991947,Latent infection of Homo sapiens with Mycobacterium tuberculosis
6,Mus musculus,5991945,Ion channel transport,5991041,Transmembrane transport of small molecules
6,Mus musculus,5991811,ABC-family proteins mediated transport,5991041,Transmembrane transport of small molecules
6,Mus musculus,5991578,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,5991037,Gene Expression,5991071,Signal Transduction
6,Mus musculus,5991299,Axon guidance,5991300,Developmental Biology
6,Canis familiaris,5931927,trans-Golgi Network Vesicle Budding,5931765,Vesicle-mediated transport
6,Canis familiaris,5931882,Regulation of KIT signaling,5931192,
6,Canis familiaris,5931635,mTORC1-mediated signalling,5931192,
6,Canis familiaris,5931413,NCAM signaling for neurite out-growth,5931415,
6,Canis familiaris,5931337,Double-Strand Break Repair,5931245,
6,Canis familiaris,5931308,IRS-mediated signalling
6,Caenorhabditis elegans,5751851,Lipid digestion; mobilization; and transport,5751490,Metabolism
6,Caenorhabditis elegans,5751531,Metabolism of lipids and lipoproteins,5751490,Metabolism
6,Schizosaccharomyces pombe,5709067,Metabolism of amino acids and derivatives,5709043,Metabolism
6,Schizosaccharomyces pombe,5676342,Gene Expression
6,Plasmodium falciparum,5666953,Integration of energy metabolism
6,Plasmodium falciparum,5666829,Metabolism of proteins
6,Plasmodium falciparum,5666824,Gene Expression
6,Plasmodium falciparum,5666799,Transmembrane transport of small molecules
6,Dictyostelium discoideum,5662643,Immune System
6,Dictyostelium discoideum,5662632,EGFR interacts with phospholipase C-gamma
6,Dictyostelium discoideum,5662553,Cellular responses to stress
6,Dictyostelium discoideum,5662510,Transmission across Chemical Synapses
6,Dictyostelium discoideum,5662483,Disease
6,Saccharomyces cerevisiae,5618683,Chromatin organization
6,Saccharomyces cerevisiae,5618611,PI Metabolism
6,Saccharomyces cerevisiae,5617996,Regulation of DNA replication
6,Plasmodium falciparum,5596862,Integration of energy metabolism
6,Plasmodium falciparum,5596756,Immune System
6,Plasmodium falciparum,5596714,Metabolism of proteins
6,Dictyostelium discoideum,5592517,Developmental Biology
6,Dictyostelium discoideum,5592426,Immune System
6,Bos taurus,5494252,Cell-Cell communication
6,Bos taurus,5493628,Innate Immune System
6,Bos taurus,5493470,Metabolism of carbohydrates
6,Bos taurus,5493427,Cell Cycle; Mitotic
6,Sus scrofa,5442349,Interleukin-1 processing
6,Sus scrofa,5441733,Extracellular matrix organization
6,Sus scrofa,5441514,Immune System
6,Sus scrofa,5441377,The citric acid (TCA) cycle and respiratory electron transport
6,Caenorhabditis elegans,5388777,PI3K/AKT Signaling in Cancer
6,Saccharomyces cerevisiae,5369790,Meiosis
6,Saccharomyces cerevisiae,5369557,Mitotic G2-G2/M phases
6,Saccharomyces cerevisiae,5369554,Eukaryotic Translation Termination
6,Saccharomyces cerevisiae,5369367,RNA Polymerase I; RNA Polymerase III; and Mitochondrial Transcription
6,Saccharomyces cerevisiae,5369352,Eukaryotic Translation Initiation
6,Plasmodium falciparum,5353281,Cell Cycle
5,Arabidopsis thaliana,6351217,Cellular response to heat stress,6350558,Cellular responses to stress
5,Drosophila melanogaster,6323626,EPH-Ephrin signaling,6322817,Developmental Biology
5,Drosophila melanogaster,6322575,Metabolism of carbohydrates,6322576,Metabolism
5,Danio rerio,6273348,Ion channel transport,6272481,Transmembrane transport of small molecules
5,Danio rerio,6272488,Metabolism of amino acids and derivatives,6272464,Metabolism
5,Danio rerio,6272463,Metabolism of carbohydrates,6272464,Metabolism
5,Gallus gallus,6097171,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),6096006,
5,Rattus norvegicus,6051806,RAF/MAP kinase cascade,6051589,Signal Transduction,6051675,Immune System,6051815,Developmental Biology
5,Rattus norvegicus,6051573,Neurotransmitter Release Cycle,6051571,
5,Mus musculus,5992174,Translocation of GLUT4 to the plasma membrane,5991654,Vesicle-mediated transport
5,Mus musculus,5991538,Complement cascade,5991156,Immune System
5,Mus musculus,5991457,Mitotic G2-G2/M phases,5990980,Cell Cycle
5,Mus musculus,5991303,Cytokine Signaling in Immune system,5991156,Immune System
5,Mus musculus,5991291,RAF/MAP kinase cascade,5991071,Signal Transduction,5991156,Immune System,5991300,Developmental Biology
5,Mus musculus,5991159,Signaling by FGFR1,5991071,Signal Transduction
5,Mus musculus,5991009,Cell Cycle Checkpoints,5990980,Cell Cycle
5,Canis familiaris,5931960,Myogenesis,5931415,
5,Canis familiaris,5931841,CREB phosphorylation,5931192,,5931278,Immune System
5,Canis familiaris,5931695,Cyclin A:Cdk2-associated events at S phase entry,5931103,
5,Canis familiaris,5931625,Class B/2 (Secretin family receptors),5931192,
5,Canis familiaris,5931552,PAOs oxidise polyamines to amines,5931145,
5,Canis familiaris,5931455,ERK2 activation,5931192,,5931278,Immune System,5931415,
5,Canis familiaris,5931311,IRS-related events triggered by IGF1R,5931192,
5,Caenorhabditis elegans,5751999,TCF dependent signaling in response to WNT,5751589,Signal Transduction
5,Schizosaccharomyces pombe,5676848,Nonsense-Mediated Decay (NMD)
5,Plasmodium falciparum,5666942,Hemostasis
5,Dictyostelium discoideum,5663017,ERKs are inactivated
5,Dictyostelium discoideum,5662647,Signaling by the B Cell Receptor (BCR)
5,Dictyostelium discoideum,5662602,DNA Repair
5,Dictyostelium discoideum,5662579,Ribosomal scanning and start codon recognition
5,Dictyostelium discoideum,5662578,Gene Expression
5,Dictyostelium discoideum,5662511,Neuronal System
5,Dictyostelium discoideum,5662454,DNA Replication
5,Plasmodium falciparum,5642101,Transmembrane transport of small molecules
5,Plasmodium falciparum,5642095,Disease
5,Dictyostelium discoideum,5638209,Glycosaminoglycan metabolism
5,Saccharomyces cerevisiae,5618689,Mismatch Repair
5,Saccharomyces cerevisiae,5618469,Unfolded Protein Response (UPR)
5,Saccharomyces cerevisiae,5618350,Asparagine N-linked glycosylation
5,Saccharomyces cerevisiae,5618094,Nucleotide Excision Repair
5,Saccharomyces cerevisiae,5618069,Processing of Capped Intron-Containing Pre-mRNA
5,Saccharomyces cerevisiae,5618064,Phase 1 - Functionalization of compounds
5,Saccharomyces cerevisiae,5617998,Synthesis of DNA
5,Saccharomyces cerevisiae,5617990,M/G1 Transition
5,Plasmodium falciparum,5597005,Phase 1 - Functionalization of compounds
5,Plasmodium falciparum,5596930,Metabolism of nitric oxide
5,Plasmodium falciparum,5596926,Membrane Trafficking
5,Plasmodium falciparum,5596833,Base Excision Repair
5,Plasmodium falciparum,5596786,Glycerophospholipid biosynthesis
5,Plasmodium falciparum,5596664,Mitotic G1-G1/S phases
5,Dictyostelium discoideum,5593042,Extracellular matrix organization
5,Dictyostelium discoideum,5592937,Circadian Clock
5,Dictyostelium discoideum,5592369,Metabolism of proteins
5,Dictyostelium discoideum,5592326,Fatty acid; triacylglycerol; and ketone body metabolism
5,Canis familiaris,5551264,Cell-Cell communication
5,Canis familiaris,5551197,PIP3 activates AKT signaling
5,Canis familiaris,5550650,Immune System
5,Canis familiaris,5550576,Gene Expression
5,Canis familiaris,5550483,Cell Cycle Checkpoints
5,Bos taurus,5494746,Binding and Uptake of Ligands by Scavenger Receptors
5,Bos taurus,5494190,PI3K/AKT Signaling in Cancer
5,Bos taurus,5493634,Adaptive Immune System
5,Bos taurus,5493631,Muscle contraction
5,Bos taurus,5493549,Processing of Capped Intron-Containing Pre-mRNA
5,Bos taurus,5493493,Metabolism of amino acids and derivatives
5,Bos taurus,5493491,The citric acid (TCA) cycle and respiratory electron transport
5,Sus scrofa,5442654,Chromatin organization
5,Sus scrofa,5442366,Transcriptional regulation of pluripotent stem cells
5,Sus scrofa,5442263,Circadian Clock
5,Sus scrofa,5442149,Transport of inorganic cations/anions and amino acids/oligopeptides
5,Sus scrofa,5441757,Neurotransmitter Clearance In The Synaptic Cleft
5,Sus scrofa,5441512,DAP12 interactions
5,Sus scrofa,5441507,Signaling by EGFR
5,Sus scrofa,5441357,Metabolism
5,Caenorhabditis elegans,5389195,WNT ligand biogenesis and trafficking
5,Caenorhabditis elegans,5388586,Toll-Like Receptors Cascades
5,Caenorhabditis elegans,5388474,Signaling by FGFR
5,Caenorhabditis elegans,5388318,Cell Cycle; Mitotic
5,Saccharomyces cerevisiae,5369701,Regulation of Apoptosis
5,Saccharomyces cerevisiae,5369699,Apoptotic execution  phase
5,Saccharomyces cerevisiae,5369694,ER to Golgi Transport
5,Saccharomyces cerevisiae,5369668,Adaptive Immune System
5,Saccharomyces cerevisiae,5369641,Metabolism of water-soluble vitamins and cofactors
5,Saccharomyces cerevisiae,5369452,Signaling by EGFR
5,Saccharomyces cerevisiae,5369439,RAF/MAP kinase cascade
5,Saccharomyces cerevisiae,5369427,Transmembrane transport of small molecules
5,Saccharomyces cerevisiae,5369353,Translation
5,Schizosaccharomyces pombe,5361325,Metabolism
5,Plasmodium falciparum,5353396,Apoptosis
4,Oryza sativa,6379131,Inositol phosphate metabolism,6378485,Metabolism
4,Arabidopsis thaliana,6350814,Eukaryotic Translation Termination,6350530,Gene Expression,6350574,Metabolism of proteins
4,Arabidopsis thaliana,6350611,NGF signalling via TRKA from the plasma membrane
4,Arabidopsis thaliana,6350489,Cell Cycle; Mitotic,6350490,Cell Cycle
4,Danio rerio,6273534,Potassium Channels,6272493,Neuronal System
4,Danio rerio,6272807,Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell,6272493,Neuronal System
4,Danio rerio,6272784,Base Excision Repair,6272561,DNA Repair
4,Danio rerio,6272519,Detoxification of Reactive Oxygen Species,6272452,Cellular responses to stress
4,Danio rerio,6272492,Transmission across Chemical Synapses,6272493,Neuronal System
4,Gallus gallus,6097213,Melanin biosynthesis,6095905,Metabolism
4,Gallus gallus,6097210,Translesion synthesis by POLK,6096006,
4,Gallus gallus,6097139,RIPK1-mediated regulated necrosis
4,Gallus gallus,6097131,Regulation by c-FLIP,6096012,
4,Gallus gallus,6097127,HATs acetylate histones,6097129,
4,Rattus norvegicus,6052430,Signal amplification,6051923,
4,Rattus norvegicus,6051705,Signaling by Insulin receptor,6051589,Signal Transduction
4,Rattus norvegicus,6051698,Signaling by VEGF,6051589,Signal Transduction
4,Rattus norvegicus,6051664,NGF signalling via TRKA from the plasma membrane,6051589,Signal Transduction
4,Rattus norvegicus,6051497,Cell Cycle; Mitotic,6051498,Cell Cycle
4,Mus musculus,5992181,Assembly of collagen fibrils and other multimeric structures,5991414,Extracellular matrix organization
4,Mus musculus,5992176,Degradation of the extracellular matrix,5991414,Extracellular matrix organization
4,Mus musculus,5991838,Netrin-1 signaling,5991300,Developmental Biology
4,Mus musculus,5991827,Rap1 signalling,5991156,Immune System
4,Mus musculus,5991653,Membrane Trafficking,5991654,Vesicle-mediated transport
4,Mus musculus,5991625,Senescence-Associated Secretory Phenotype (SASP),5991012,Cellular responses to stress
4,Mus musculus,5991575,Signaling by NODAL,5991300,Developmental Biology
4,Mus musculus,5991560,beta-catenin independent WNT signaling,5991071,Signal Transduction
4,Mus musculus,5991375,Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell,5991053,Neuronal System
4,Mus musculus,5991331,MyD88-independent TLR3/TLR4 cascade ,5991156,Immune System
4,Mus musculus,5991288,Transport of vitamins; nucleosides; and related molecules,5991041,Transmembrane transport of small molecules
4,Mus musculus,5991179,Signaling by VEGF,5991071,Signal Transduction
4,Mus musculus,5991142,Signaling by GPCR,5991071,Signal Transduction
4,Mus musculus,5991129,Apoptosis,5991130,Programmed Cell Death
4,Mus musculus,5991114,RNA Polymerase I; RNA Polymerase III; and Mitochondrial Transcription,5991037,Gene Expression
4,Mus musculus,5991052,Transmission across Chemical Synapses,5991053,Neuronal System
4,Mus musculus,5991019,Oncogene Induced Senescence,5991012,Cellular responses to stress
4,Mus musculus,5990979,Cell Cycle; Mitotic,5990980,Cell Cycle
4,Canis familiaris,5932133,Mitochondrial tRNA aminoacylation,5931158,
4,Canis familiaris,5932122,CHL1 interactions,5931415,
4,Canis familiaris,5932117,CREB phosphorylation through the activation of Ras,5931174,
4,Canis familiaris,5931805,Axonal growth inhibition (RHOA activation),5931192,
4,Canis familiaris,5931731,Downregulation of TGF-beta receptor signaling
4,Canis familiaris,5931657,RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,5931278,Immune System
4,Canis familiaris,5931656,TRAF6 mediated NF-kB activation,5931278,Immune System
4,Canis familiaris,5931626,GPCR ligand binding,5931192,
4,Canis familiaris,5931529,Disinhibition of SNARE formation,5931522,
4,Canis familiaris,5931477,Abasic sugar-phosphate removal via the single-nucleotide replacement pathway
4,Canis familiaris,5931365,RNA Polymerase III Transcription,5931158,
4,Canis familiaris,5931301,Signaling by VEGF,5931192,
